CUNY--Medgar Evers College,"$13,866 (out-of-state), $6,756 (in-state)","6,819",,
"Brooklyn, NY",,,,
 #38-#48 in Regional Colleges North,,,,
Five Towns College,"$19,590 ",668,,
"Dix Hills, NY",,,,
 #38-#48 in Regional Colleges North,,,,
Mitchell College 1,"$31,780 ",N/A,,
"New London, CT",,,,
 #38-#48 in Regional Colleges North,,,,
New England Institute of Technology,"$28,740 ","2,853",,
"East Greenwich, RI",,,,
 #38-#48 in Regional Colleges North,,,,
,,,,
Southern Vermont College,"$24,620 ",358,,
"Bennington, VT",,,,
 #38-#48 in Regional Colleges North,,,,
University of Maine--Augusta,"$16,688 (out-of-state), $7,448 (in-state)","4,416",,
"Augusta, ME",,,,
 #38-#48 in Regional Colleges North,,,,
Wesley College,"$25,646 ","1,345",,
"Dover, DE",,,,
 #38-#48 in Regional Colleges North,,,,
Boricua College,"$10,625 ",899,,
"New York, NY",,,,
Unranked,,,,
The College of Westchester 1,"$21,015 ",N/A,,
"White Plains, NY",,,,
Unranked,,,,
,,,,
Granite State College,"$8,505 (out-of-state), $7,593 (in-state)","1,854",,
"Concord, NH",,,,
Unranked,,,,
Hilbert College 1,"$21,300 ",N/A,,
"Hamburg, NY",,,,
Unranked,,,,
Landmark College 1,"$52,650 ",N/A,,
"Putney, VT",,,,
Unranked,,,,
Lincoln College of New England--Southington 1,"$20,050 ",N/A,,
"Southington, CT",,,,
Unranked,,,,
Peirce College,"$14,472 ","1,491",,
"Philadelphia, PA",,,,
Unranked,,,,
,,,,
Plaza College 1,"$12,450 ",N/A,,
"Forest Hills, NY",,,,
Unranked,,,,
Villa Maria College 1,"$21,080 ",N/A,,
"Buffalo, NY",,,,
Unranked,,,,
