,Unnamed: 0,Unnamed: 0.1,College Name or Type,name_rev,name_rev1_flag,guess,name,big10,pac,sisters,hbcu,public_ivy,west_ivy,new_ivy,little_ivy,sec,flagship,index,cand_usnews,cand_usnews_short,cand_acronym,cand_flagship
1187,1187,1187,"public, uc",,,1,,,,,,,,,,,,1187,,,,
1188,1188,1188,sacramento state,,1,,1,,,,,,,,,,,1188,,,,
1189,1189,1189,top 10 undergrad,,,1,1,,,,,,,,,,,1189,,,,
1190,1190,1190,christian liberal arts,,,,,,,,,,,,,,,1190,,,,
1191,1191,1191,decent regional uni,,,,,,,,,,,,,,,1191,,,,
1192,1192,1192,"large, public university",,,,,,,,,,,,,,,1192,,,,
1193,1193,1193,private - northeast,,,,,,,,,,,,,,,1193,,,,
1194,1194,1194,vip,,,,,,,,,,,,,,,1194,,,,
1195,1195,1195,university of texas austin,,,,1,,,,,,,,,,,1195,university of texas austin,,,
1196,1196,1196,illinois state unive,,,,1,,,,,,,,,,,1196,illinois state university,,,
1197,1197,1197,bellevue u,,,,1,,,,,,,,,,,1197,,bellevue ,,
1198,1198,1198,undergrad - texas a&m universi,,,,1,,,,,,,,,,,1198,,,,texas a&m university
1199,1199,1199,"michigan state university, jam",,,,1,,,,,,,,,,,1199,michigan state university,,,
1200,1200,1200,top-tier public,,,,,,,,,,,,,,,1200,,,,
1201,1201,1201,top 10 lac,,,1,1,,,,,,,,,,,1201,,,,
1202,1202,1202,bba,,,,,,,,,,,,,,,1202,,,,
1203,1203,1203,wuhan university,,,,,,,,,,,,,,,1203,,,,
1204,1204,1204,univ. s. carolina,,1,,1,,,,,,,,,,,1204,,,,
1205,1205,1205,large urban public,,,,,,,,,,,,,,,1205,,,,
1206,1206,1206,large private (nyc),,,,,,,,,,,,,,,1206,,,,
1207,1207,1207,public small/medium,,,,,,,,,,,,,,,1207,,,,
1208,1208,1208,university of wisconsin,,,,1,,,,,,,,,,,1208,,,,university of wisconsin
1209,1209,1209,top 10? private,,,1,1,,,,,,,,,,,1209,,,,
1210,1210,1210,"public, big ten",,,,,1,,,,,,,,,,1210,,,,
1211,1211,1211,thomas edison state college,,,,1,,,,,,,,,,,1211,,thomas edison state ,,
1212,1212,1212,james madison college at michi,,1,,1,,,,,,,,,,,1212,,,,
1213,1213,1213,jesuit university,,,,,,,,,,,,,,,1213,,,,
1214,1214,1214,uc berkeley (ba) usc school of,,1,,1,,,,,,,,,,,1214,,,,
1215,1215,1215,private/top 50,,,1,1,,,,,,,,,,,1215,,,,
1216,1216,1216,iu bloomington,,,,1,,,,,,,,,,,1216,,indiana  bloomington,,
1217,1217,1217,ba,,,,,,,,,,,,,,,1217,,,,
1218,1218,1218,top engineering,,,,,,,,,,,,,,,1218,,,,
1219,1219,1219,lg. public,,,,,,,,,,,,,,,1219,,,,
1220,1220,1220,"top 20, private, sou",,,1,1,,,,,,,,,,,1220,,,,
1221,1221,1221,mid-sized public,,,,,,,,,,,,,,,1221,,,,
1222,1222,1222,univ. of colorado,,,,1,,,,,,,,,,,1222,,,,university of colorado
1223,1223,1223,oklahoma state,,,,1,,,,,,,,,,,1223,oklahoma state university,,,
1224,1224,1224,vt,,,,1,,,,,,,,,,,1224,,,vt,
1225,1225,1225,big ten burrito,,,,,1,,,,,,,,,,1225,,,,
1226,1226,1226,small catholic,,,,,,,,,,,,,,,1226,,,,
1227,1227,1227,mid-major,,,,,,,,,,,,,,,1227,,,,
1228,1228,1228,pensacola christian college,,1,,1,,,,,,,,,,,1228,,,,
1229,1229,1229,temple university,,,,1,,,,,,,,,,,1229,temple university,,,
1230,1230,1230,top 25 national university,,,1,1,,,,,,,,,,,1230,,,,
1231,1231,1231,top 10 ugrad business school,,,1,1,,,,,,,,,,,1231,,,,
1232,1232,1232,pukyung university,,,,,,,,,,,,,,,1232,,,,
1233,1233,1233,top ten public,,,1,1,,,,,,,,,,,1233,,,,
1234,1234,1234,university of virgin,,,,1,,,,,,,,,,,1234,university of virginia,,,
1235,1235,1235,top 5 liberal arts,,,1,,,,,,,,,,,,1235,,,,
1236,1236,1236,"public, private",,,,,,,,,,,,,,,1236,,,,
1237,1237,1237,4year state,,,,,,,,,,,,,,,1237,,,,
1238,1238,1238,ne state school,,,,,,,,,,,,,,,1238,,,,
1239,1239,1239,city university,,,,,,,,,,,,,,,1239,,,,
1240,1240,1240,stony brook,,,,1,,,,,,,,,,,1240,,stony brook  suny,,
1241,1241,1241,gwu,,,,1,,,,,,,,,,,1241,,,gwu,
1242,1242,1242,bucknell university (private),,,,1,,,,,,,,,,,1242,bucknell university,,,
1243,1243,1243,wake forest university,,,,1,,,,,,,,,,,1243,wake forest university,,,
1244,1244,1244,big public top 50,,,1,1,,,,,,,,,,,1244,,,,
1245,1245,1245,kalamazoo college,,,,1,,,,,,,,,,,1245,kalamazoo college,,,
1246,1246,1246,snu,,,,,,,,,,,,,,,1246,,,,
1247,1247,1247,university of redlands,,,,1,,,,,,,,,,,1247,university of redlands,,,
1248,1248,1248,undergradute,,,,,,,,,,,,,,,1248,,,,
1249,1249,1249,undegrad,,,,,,,,,,,,,,,1249,,,,
1250,1250,1250,florida atlantic univeristy,,,,1,,,,,,,,,,,1250,florida atlantic university,,,
1251,1251,1251,unremarkable state,,,,,,,,,,,,,,,1251,,,,
1252,1252,1252,foreign (australia),,,,,,,,,,,,,,,1252,,,,
1253,1253,1253,u,,,,,,,,,,,,,,,1253,,,,
1254,1254,1254,u. of florida,,,,1,,,,,,,,,,,1254,university of florida,,,
1255,1255,1255,large- public,,,,,,,,,,,,,,,1255,,,,
1256,1256,1256,western governors university,,,,1,,,,,,,,,,,1256,western governors university,,,
1257,1257,1257,university of nevada reno,,,,1,,,,,,,,,,,1257,university of nevada reno,,,
1258,1258,1258,public in tx,,,,,,,,,,,,,,,1258,,,,
1259,1259,1259,top small private,,,,,,,,,,,,,,,1259,,,,
1260,1260,1260,top university/private,,,,,,,,,,,,,,,1260,,,,
1261,1261,1261,private dc school good at hoop,,,,,,,,,,,,,,,1261,,,,
1262,1262,1262,texas a&m university commerce,,,,1,,,,,,,,,,,1262,texas a&m university commerce,,,
1263,1263,1263,george washington,,,,1,,,,,,,,,,,1263,george washington university,,,
1264,1264,1264,hunter collge,,1,,1,,,,,,,,,,,1264,,,,
1265,1265,1265,florida atlantic university,,,,1,,,,,,,,,,,1265,florida atlantic university,,,
1266,1266,1266,university of california san d,,,,1,,,,,,,,,,,1266,university of california san diego,,,
1267,1267,1267,tier 2 or 3,,,,,,,,,,,,,,,1267,,,,
1268,1268,1268,private engineering school,,,,,,,,,,,,,,,1268,,,,
1269,1269,1269,bradley university,,,,1,,,,,,,,,,,1269,bradley university,,,
1270,1270,1270,4 year college,,,,,,,,,,,,,,,1270,,,,
1271,1271,1271,private non-ivy top 15,,,1,1,,,,,,,,,,,1271,,,,
1272,1272,1272,cameron university,,,,1,,,,,,,,,,,1272,cameron university,,,
1273,1273,1273,mid size private - north east,,,,,,,,,,,,,,,1273,,,,
1274,1274,1274,small liberal arts (top 15),,,1,1,,,,,,,,,,,1274,,,,
1275,1275,1275,undergraduate - univ,,,,,,,,,,,,,,,1275,,,,
1276,1276,1276,u texas,,,,1,,,,,,,,,,,1276,,texas ,,
1277,1277,1277,university of maryla,,,,1,,,,,,,,,,,1277,,,,university of maryland
1278,1278,1278,lib arts,,,,,,,,,,,,,,,1278,,,,
1279,1279,1279,kaplan university,,,,1,,,,,,,,,,,1279,kaplan university,,,
1280,1280,1280,yale college,,1,,1,,,,,,,,,,,1280,,,,
1281,1281,1281,fau,,,,1,,,,,,,,,,,1281,,,fau,
1282,1282,1282,"top 15, private",,,1,1,,,,,,,,,,,1282,,,,
1283,1283,1283,sfsu,,,,1,,,,,,,,,,,1283,,,sfsu,
1284,1284,1284,northwestern college,,,,1,,,,,,,,,,,1284,northwestern college,,,
1285,1285,1285,top10,,,1,1,,,,,,,,,,,1285,,,,
1286,1286,1286,"ivy, ph.d. candidate",,,1,1,,,,,,,,,,,1286,,,,
1287,1287,1287,holy crpss,,,,1,,,,,,,,,,,1287,,holy cross ,,
1288,1288,1288,sfu,,,,,,,,,,,,,,,1288,,,,
1289,1289,1289,polytechnic state. u,,1,,1,,,,,,,,,,,1289,,,,
1290,1290,1290,florida international,,,,1,,,,,,,,,,,1290,florida international university,,,
1291,1291,1291,saint michael's college,,,,1,,,,,,,,,,,1291,st. michael's college,,,
1292,1292,1292,cdn.,,,,,,,,,,,,,,,1292,,,,
1293,1293,1293,university of south florida,,,,1,,,,,,,,,,,1293,university of south florida,,,
1294,1294,1294,washington & lee,,,,1,,,,,,,,,,,1294,washington college,,,
1295,1295,1295,"private, top 20, univ",,,1,1,,,,,,,,,,,1295,,,,
1296,1296,1296,andrews university,,,,1,,,,,,,,,,,1296,andrews university,,,
1297,1297,1297,snhu,,,,,,,,,,,,,,,1297,,,,
1298,1298,1298,overpriced private school,,,,,,,,,,,,,,,1298,,,,
1299,1299,1299,"private, holy cross",,,,1,,,,,,,,,,,1299,, of the holy cross,,
1300,1300,1300,state.. oh yeah,,,,,,,,,,,,,,,1300,,,,
1301,1301,1301,san francisco state,,,,1,,,,,,,,,,,1301,san francisco state university,,,
1302,1302,1302,top public uni,,,,,,,,,,,,,,,1302,,,,
1303,1303,1303,t10 lac,,,1,,,,,,,,,,,,1303,,,,
1304,1304,1304,occidental college,,,,1,,,,,,,,,,,1304,occidental college,,,
1305,1305,1305,ut-austin,,,,1,,,,,,,,,,,1305,,austin ,,
1306,1306,1306,unm,,,,1,,,,,,,,,,,1306,,,unm,
1307,1307,1307,howard university,,,,1,,,,,,,,,,,1307,howard university,,,
1308,1308,1308,public (temple u.),,1,,1,,,,,,,,,,,1308,,,,
1309,1309,1309,"public, urban",,,,,,,,,,,,,,,1309,,,,
1310,1310,1310,tier i public,,,,,,,,,,,,,,,1310,,,,
1311,1311,1311,vassar college,,,,1,,,,,,,,,,,1311,vassar college,,,
1312,1312,1312,washington and lee,,,,1,,,,,,,,,,,1312,washington college,,,
1313,1313,1313,large public research,,,,,,,,,,,,,,,1313,,,,
1314,1314,1314,"small, liberal arts, private",,,,,,,,,,,,,,,1314,,,,
1315,1315,1315,eller college of management,,1,,1,,,,,,,,,,,1315,,,,
1316,1316,1316,mcgill,,,,,,,,,,,,,,,1316,,,,
1317,1317,1317,small public (suny),,1,,1,,,,,,,,,,,1317,,,,
1318,1318,1318,top ten liberal arts,,,1,1,,,,,,,,,,,1318,,,,
1319,1319,1319,huge state,,,,,,,,,,,,,,,1319,,,,
1320,1320,1320,california state university ea,,,,1,,,,,,,,,,,1320,california state university east bay,,,
1321,1321,1321,top 30 (usnwr),,,1,1,,,,,,,,,,,1321,,,,
1322,1322,1322,oakland university,,,,1,,,,,,,,,,,1322,oakland university,,,
1323,1323,1323,small religious private,,,,,,,,,,,,,,,1323,,,,
1324,1324,1324,university of puerto rico,,1,,1,,,,,,,,,,,1324,,,,
1325,1325,1325,undgergraduate,,,,,,,,,,,,,,,1325,,,,
1326,1326,1326,university of texas arlington,,,,1,,,,,,,,,,,1326,university of texas arlington, of texas arlington,,
1327,1327,1327,highly selective liberal arts,,,,,,,,,,,,,,,1327,,,,
1328,1328,1328,large public shool,,,,,,,,,,,,,,,1328,,,,
1329,1329,1329,top business school,,,,,,,,,,,,,,,1329,,,,
1330,1330,1330,suny fredonia,,,,1,,,,,,,,,,,1330,suny fredonia,,,
1331,1331,1331,cornell u,,,,1,,,,,,,,,,,1331,,cornell ,,
1332,1332,1332,texas state,,,,1,,,,,,,,,,,1332,,texas state ,,
1333,1333,1333,u of notre dame (18t,,,,1,,,,,,,,,,,1333,, of notre dame,,
1334,1334,1334,u. of south carolina,,,,1,,,,,,,,,,,1334,university of south carolina, of south carolina,,
1335,1335,1335,university of louisville,,,,1,,,,,,,,,,,1335,university of louisville,,,
1336,1336,1336,abac,,1,,1,,,,,,,,,,,1336,,,,
1337,1337,1337,top 15 undergrad,,,1,1,,,,,,,,,,,1337,,,,
1338,1338,1338,small private univer,,1,,1,,,,,,,,,,,1338,,,,
1339,1339,1339,chicago,,,,1,,,,,,,,,,,1339,, of chicago,,
1340,1340,1340,top 3/private,,,1,1,,,,,,,,,,,1340,,,,
1341,1341,1341,miami university,,1,,1,,,,,,,,,,,1341,,,,
1342,1342,1342,t10 private,,,1,1,,,,,,,,,,,1342,,,,
1343,1343,1343,uic,,,,1,,,,,,,,,,,1343,,,uic,
1344,1344,1344,tx state,,,,1,,,,,,,,,,,1344,,texas state ,,
1345,1345,1345,large sec,,,,,,,,,,,,,1,,1345,,,,
1346,1346,1346,ne liberal arts,,,,,,,,,,,,,,,1346,,,,
1347,1347,1347,"minnesota state university, ma",,,,1,,,,,,,,,,,1347,minnesota state university mankato,,,
1348,1348,1348,nice,,,,,,,,,,,,,,,1348,,,,
1349,1349,1349,big,,,,,,,,,,,,,,,1349,,,,
1350,1350,1350,drew university,,,,1,,,,,,,,,,,1350,drew university,,,
1351,1351,1351,music conservatory,,,,,,,,,,,,,,,1351,,,,
1352,1352,1352,university of tennessee at cha,,1,,1,,,,,,,,,,,1352,,,,
1353,1353,1353,private - adult ed,,,,,,,,,,,,,,,1353,,,,
1354,1354,1354,overseas,,,,,,,,,,,,,,,1354,,,,
1355,1355,1355,top 35 (private university),,,1,1,,,,,,,,,,,1355,,,,
1356,1356,1356,"top 5, private",,,1,1,,,,,,,,,,,1356,,,,
1357,1357,1357,ucf (public),,1,,1,,,,,,,,,,,1357,,,,
1358,1358,1358,liberal arts/4 year state scho,,,,,,,,,,,,,,,1358,,,,
1359,1359,1359,university of tennessee,,,,1,,,,,,,,,,,1359,university of tennessee,,,
1360,1360,1360,private top-50,,,1,1,,,,,,,,,,,1360,,,,
1361,1361,1361,henderson state,,,,1,,,,,,,,,,,1361,henderson state university,,,
1362,1362,1362,virginia commonwealth univ.,,,,1,,,,,,,,,,,1362,virginia commonwealth university,,,
1363,1363,1363,california baptist university,,,,1,,,,,,,,,,,1363,california baptist university,,,
1364,1364,1364,public -- top 30,,,1,1,,,,,,,,,,,1364,,,,
1365,1365,1365,regional university,,,,,,,,,,,,,,,1365,,,,
1366,1366,1366,top25,,,1,1,,,,,,,,,,,1366,,,,
1367,1367,1367,g-town,,1,,1,,,,,,,,,,,1367,,,,
1368,1368,1368,"private, urban",,,,,,,,,,,,,,,1368,,,,
1369,1369,1369,saint leo university,,,,1,,,,,,,,,,,1369,saint leo university,,,
1370,1370,1370,tier 1 private university,,,,,,,,,,,,,,,1370,,,,
1371,1371,1371,canadian public,,,,,,,,,,,,,,,1371,,,,
1372,1372,1372,4 year university/private,,,,,,,,,,,,,,,1372,,,,
1373,1373,1373,albany college of pharmacy and,,1,,1,,,,,,,,,,,1373,,,,
1374,1374,1374,ou,,,,1,,,,,,,,,,,1374,,,ou,
1375,1375,1375,priv,,,,,,,,,,,,,,,1375,,,,
1376,1376,1376,ttt chicago school,,,,,,,,,,,,,,,1376,,,,
1377,1377,1377,big 10 university,,,,,1,,,,,,,,,,1377,,,,
1378,1378,1378,"tier-1, private",,,,,,,,,,,,,,,1378,,,,
1379,1379,1379,average university,,,,,,,,,,,,,,,1379,,,,
1380,1380,1380,"liberal arts, private",,,,,,,,,,,,,,,1380,,,,
1381,1381,1381,top public school,,,,,,,,,,,,,,,1381,,,,
1382,1382,1382,small mediocre liberal arts,,,,,,,,,,,,,,,1382,,,,
1383,1383,1383,unremarkable public,,,,,,,,,,,,,,,1383,,,,
1384,1384,1384,u of rochester,,,,1,,,,,,,,,,,1384,university of rochester,,,
1385,1385,1385,ucla (woo hoo),,1,,1,,,,,,,,,,,1385,,,,
1386,1386,1386,lynn university,,,,1,,,,,,,,,,,1386,lynn university,,,
1387,1387,1387,colorado state,,,,1,,,,,,,,,,,1387,colorado state university,,,
1388,1388,1388,howard,,,,1,,,,,,,,,,,1388,,howard ,,
1389,1389,1389,u of mn,,1,,1,,,,,,,,,,,1389,,,,
1390,1390,1390,university at albany,,,,1,,,,,,,,,,,1390,university at albany suny,,,
1391,1391,1391,uchicago,,,,1,,,,,,,,,,,1391,, of chicago,,
1392,1392,1392,uc system,,1,,1,,,,,,,,,,,1392,,,,
1393,1393,1393,"top 10 engineering,",,,1,1,,,,,,,,,,,1393,,,,
1394,1394,1394,top 20 us,,,1,1,,,,,,,,,,,1394,,,,
1395,1395,1395,state u,,,,,,,,,,,,,,,1395,,,,
1396,1396,1396,top 10 university,,,1,1,,,,,,,,,,,1396,,,,
1397,1397,1397,ariz. state univ.,,,,1,,,,,,,,,,,1397,,,,arizona state university
1398,1398,1398,csun,,1,,1,,,,,,,,,,,1398,,,,
1399,1399,1399,uc riverside,,1,,1,,,,,,,,,,,1399,,,,
1400,1400,1400,private lib arts in ma,,,,,,,,,,,,,,,1400,,,,
1401,1401,1401,"elite liberal arts, new englan",,,1,1,,,,,,,,,,,1401,,,,
1402,1402,1402,rodeo clown college,,1,,1,,,,,,,,,,,1402,,,,
1403,1403,1403,st. john's university,,,,1,,,,,,,,,,,1403,st. john's university,,,
1404,1404,1404,a good one,,,,,,,,,,,,,,,1404,,,,
1405,1405,1405,minor public,,,,,,,,,,,,,,,1405,,,,
1406,1406,1406,public interest,,,,,,,,,,,,,,,1406,,,,
1407,1407,1407,university of tennes,,,,1,,,,,,,,,,,1407,university of tennessee,,,
1408,1408,1408,yeshiva university,,,,1,,,,,,,,,,,1408,yeshiva university,,,
1409,1409,1409,big east,,,,,,,,,,,,,,,1409,,,,
1410,1410,1410,ucr,,,,1,,,,,,,,,,,1410,,,ucr,
1411,1411,1411,top 15 university,,,1,1,,,,,,,,,,,1411,,,,
1412,1412,1412,u of california,,1,,1,,,,,,,,,,,1412,,,,
1413,1413,1413,univ of n.colorado,,,,,,,,,,,,,,,1413,,,,
1414,1414,1414,uc top 50,,,1,1,,,,,,,,,,,1414,,,,
1415,1415,1415,top private (non ivy),,,1,1,,,,,,,,,,,1415,,,,
1416,1416,1416,amherst college,,,,1,,,,,,,,,,,1416,amherst college,,,
1417,1417,1417,pretty good,,,,,,,,,,,,,,,1417,,,,
1418,1418,1418,cal,,,,,,,,,,,,,,,1418,,,,
1419,1419,1419,top 3 canadian,,,,,,,,,,,,,,,1419,,,,
1420,1420,1420,george mason,,,,1,,,,,,,,,,,1420,,george mason ,,
1421,1421,1421,university of delaware,,,,1,,,,,,,,,,,1421,university of delaware,,,
1422,1422,1422,large public southern,,,,,,,,,,,,,,,1422,,,,
1423,1423,1423,state / public,,,,,,,,,,,,,,,1423,,,,
1424,1424,1424,4 year private,,,,,,,,,,,,,,,1424,,,,
1425,1425,1425,university of northern iowa,,,,1,,,,,,,,,,,1425,university of northern iowa,,,
1426,1426,1426,women's/private,,,,,,,,,,,,,,,1426,,,,
1427,1427,1427,medium-private,,,,,,,,,,,,,,,1427,,,,
1428,1428,1428,military service academy,,1,,1,,,,,,,,,,,1428,,,,
1429,1429,1429,good private,,,,,,,,,,,,,,,1429,,,,
1430,1430,1430,top 20 national,,,1,1,,,,,,,,,,,1430,,,,
1431,1431,1431,loyola university maryland,,,,1,,,,,,,,,,,1431,loyola university maryland,,,
1432,1432,1432,texas a&m - college station,,,,1,,,,,,,,,,,1432,texas a&m university college station,,,
1433,1433,1433,liberal arts university,,,,,,,,,,,,,,,1433,,,,
1434,1434,1434,public (university o,,,,,,,,,,,,,,,1434,,,,
1435,1435,1435,u of washington,,,,1,,,,,,,,,,,1435,university of washington,,,
1436,1436,1436,private catholic university,,,,,,,,,,,,,,,1436,,,,
1437,1437,1437,pitt panthers,,1,,1,,,,,,,,,,,1437,,,,
1438,1438,1438,tiffin university,,,,1,,,,,,,,,,,1438,tiffin university,,,
1439,1439,1439,tier 4 public,,,,,,,,,,,,,,,1439,,,,
1440,1440,1440,"liberal arts, mid-tier",,,,,,,,,,,,,,,1440,,,,
1441,1441,1441,iowa state univeristy,,,,1,,,,,,,,,,,1441,iowa state university,,,
1442,1442,1442,conservatory,,,,,,,,,,,,,,,1442,,,,
1443,1443,1443,christian college,,,,,,,,,,,,,,,1443,,,,
1444,1444,1444,colgate univ.,,,,1,,,,,,,,,,,1444,colgate university,,,
1445,1445,1445,u of [province],,,,,,,,,,,,,,,1445,,,,
1446,1446,1446,duquesne university,,,,1,,,,,,,,,,,1446,duquesne university,,,
1447,1447,1447,"state, small regional",,,,,,,,,,,,,,,1447,,,,
1448,1448,1448,small jesuit,,,,,,,,,,,,,,,1448,,,,
1449,1449,1449,u. washington,,,,1,,,,,,,,,,,1449,,washington ,,
1450,1450,1450,public (uri),,1,,1,,,,,,,,,,,1450,,,,
1451,1451,1451,north carolina state,,,,1,,,,,,,,,,,1451,,,,north carolina state university
1452,1452,1452,top public (foreign),,,,,,,,,,,,,,,1452,,,,
1453,1453,1453,berea college,,1,,1,,,,,,,,,,,1453,,,,
1454,1454,1454,top ranked tech,,,,,,,,,,,,,,,1454,,,,
1455,1455,1455,wofford college,,,,1,,,,,,,,,,,1455,wofford college,,,
1456,1456,1456,urban or suburban,,,,,,,,,,,,,,,1456,,,,
1457,1457,1457,.,,,,,,,,,,,,,,,1457,,,,
1458,1458,1458,business administration,,,,,,,,,,,,,,,1458,,,,
1459,1459,1459,pomona,,,,1,,,,,,,,,,,1459,,pomona ,,
1460,1460,1460,wichita state university,,,,1,,,,,,,,,,,1460,wichita state university,,,
1461,1461,1461,liberal arts college (nescac),,1,,1,,,,,,,,,,,1461,,,,
1462,1462,1462,umuc,,1,,1,,,,,,,,,,,1462,,,,
1463,1463,1463,university of texas - arlingto,,,,1,,,,,,,,,,,1463,university of texas arlington,,,
1464,1464,1464,small liberal arts university,,,,,,,,,,,,,,,1464,,,,
1465,1465,1465,v,,,,,,,,,,,,,,,1465,,,,
1466,1466,1466,private university - top 15,,,1,1,,,,,,,,,,,1466,,,,
1467,1467,1467,duke,,,,1,,,,,,,,,,,1467,,duke ,,
1468,1468,1468,the florida state university,,,,1,,,,,,,,,,,1468,florida state university,,,
1469,1469,1469,top-10 public,,,1,1,,,,,,,,,,,1469,,,,
1470,1470,1470,"cal poly, slo",,,,1,,,,,,,,,,,1470,,,cal poly,
1471,1471,1471,university of massachusetts da,,,,1,,,,,,,,,,,1471,university of massachusetts dartmouth,,,
1472,1472,1472,large tier 1 university,,,,,,,,,,,,,,,1472,,,,
1473,1473,1473,large/pubic,,,,,,,,,,,,,,,1473,,,,
1474,1474,1474,4 yr. public university,,,,,,,,,,,,,,,1474,,,,
1475,1475,1475,"state, public",,,,,,,,,,,,,,,1475,,,,
1476,1476,1476,top 10 engineering,,,1,1,,,,,,,,,,,1476,,,,
1477,1477,1477,uvu,,,,1,,,,,,,,,,,1477,,,uvu,
1478,1478,1478,university of roches,,,,1,,,,,,,,,,,1478,university of rochester,,,
1479,1479,1479,new jersey public university,,,,,,,,,,,,,,,1479,,,,
1480,1480,1480,neu,,,,1,,,,,,,,,,,1480,,,neu,
1481,1481,1481,gonzaga university,,,,1,,,,,,,,,,,1481,gonzaga university,,,
1482,1482,1482,florida state univer,,,,1,,,,,,,,,,,1482,florida state university,,,
1483,1483,1483,public/ research university,,,,,,,,,,,,,,,1483,,,,
1484,1484,1484,public--uc,,1,,1,,,,,,,,,,,1484,,,,
1485,1485,1485,university of wi,,1,,1,,,,,,,,,,,1485,,,,
1486,1486,1486,"uc, riverside",,1,,1,,,,,,,,,,,1486,,,,
1487,1487,1487,univ. of tenn.,,1,,1,,,,,,,,,,,1487,,,,
1488,1488,1488,public.. uc baby,,1,,1,,,,,,,,,,,1488,,,,
1489,1489,1489,ivy league - double degree pro,,,1,1,,,,,,,,,,,1489,,,,
1490,1490,1490,washington state university,,,,1,,,,,,,,,,,1490,washington state university,,,
1491,1491,1491,california not cal,,1,,1,,,,,,,,,,,1491,,,,
1492,1492,1492,large public in northern va,,,1,1,,,,,,,,,,,1492,,,,
1493,1493,1493,reed college,,,,1,,,,,,,,,,,1493,reed college,,,
1494,1494,1494,u of illinois champaign,,,,1,,,,,,,,,,,1494,university of illinois urbana champaign,,,
1495,1495,1495,guilford college,,,,1,,,,,,,,,,,1495,guilford college,,,
1496,1496,1496,public university (r1),,,1,,,,,,,,,,,,1496,,,,
1497,1497,1497,t3 public,,,1,,,,,,,,,,,,1497,,,,
1498,1498,1498,top20,,,1,1,,,,,,,,,,,1498,,,,
1499,1499,1499,public top 10,,,1,1,,,,,,,,,,,1499,,,,
1500,1500,1500,cu-boulder,,1,,1,,,,,,,,,,,1500,,,,
1501,1501,1501,university of wisconsin-madiso,,,,1,,,,,,,,,,,1501,university of wisconsin madison,,,
1502,1502,1502,1st tier liberal arts,,,,,,,,,,,,,,,1502,,,,
1503,1503,1503,"private, top 30 liberal arts u",,,1,1,,,,,,,,,,,1503,,,,
1504,1504,1504,arizona state universtity,,,,1,,,,,,,,,,,1504,,,,arizona state university
1505,1505,1505,state colege,,,,,,,,,,,,,,,1505,,,,
1506,1506,1506,university of st thomas,,,,1,,,,,,,,,,,1506,university of st. thomas,,,
1507,1507,1507,concordia,,,,1,,,,,,,,,,,1507,,concordia ,,
1508,1508,1508,top 50/top 20 (publi,,,1,1,,,,,,,,,,,1508,,,,
1509,1509,1509,university of texas at el paso,,,,1,,,,,,,,,,,1509,university of texas el paso,,,
1510,1510,1510,big eight,,,,,1,,,,,,,,,,1510,,,,
1511,1511,1511,large research,,,,,,,,,,,,,,,1511,,,,
1512,1512,1512,journalism,,,,,,,,,,,,,,,1512,,,,
1513,1513,1513,university of nevada,,,,1,,,,,,,,,,,1513,university of nevada reno,,,
1514,1514,1514,university of colorado,,,,1,,,,,,,,,,,1514,,,,university of colorado
1515,1515,1515,"public, state",,,,,,,,,,,,,,,1515,,,,
1516,1516,1516,"public, big 12",,,,,1,,,,,,,,,,1516,,,,
1517,1517,1517,csus,,,,1,,,,,,,,,,,1517,,,csus,
1518,1518,1518,private liberal arts top 25,,,1,1,,,,,,,,,,,1518,,,,
1519,1519,1519,gettysburg college,,,,1,,,,,,,,,,,1519,gettysburg college,,,
1520,1520,1520,large public/private,,,,,,,,,,,,,,,1520,,,,
1521,1521,1521,b10,,,,,1,,,,,,,,,,1521,,,,
1522,1522,1522,canadian ug / us grad,,,,,,,,,,,,,,,1522,,,,
1523,1523,1523,tier 1 private,,,,,,,,,,,,,,,1523,,,,
1524,1524,1524,public (tamu),,1,,1,,,,,,,,,,,1524,,,,
1525,1525,1525,university of california (mid,,1,,1,,,,,,,,,,,1525,,,,
1526,1526,1526,pacific nw hippie college,,1,,1,,,,,,,,,,,1526,,,,
1527,1527,1527,top-ranking international,,,,,,,,,,,,,,,1527,,,,
1528,1528,1528,"california state university, l",,1,,1,,,,,,,,,,,1528,,,,
1529,1529,1529,minnesota,,1,,1,,,,,,,,,,,1529,,,,
1530,1530,1530,top public regional,,,,,,,,,,,,,,,1530,,,,
1531,1531,1531,eastern washington university,,,,1,,,,,,,,,,,1531,eastern washington university,,,
1532,1532,1532,public top 20,,,1,1,,,,,,,,,,,1532,,,,
1533,1533,1533,university of ottawa,,,,,,,,,,,,,,,1533,,,,
1534,1534,1534,top-25,,,1,1,,,,,,,,,,,1534,,,,
1535,1535,1535,public graduate,,,,,,,,,,,,,,,1535,,,,
1536,1536,1536,bucknell university,,,,1,,,,,,,,,,,1536,bucknell university,,,
1537,1537,1537,state school (csu),,1,,1,,,,,,,,,,,1537,,,,
1538,1538,1538,ivy-like (but non ivy),,,1,1,,,,,,,,,,,1538,,,,
1539,1539,1539,large public univ,,,,,,,,,,,,,,,1539,,,,
1540,1540,1540,large research public,,,,,,,,,,,,,,,1540,,,,
1541,1541,1541,"small, catholic, and private",,,,,,,,,,,,,,,1541,,,,
1542,1542,1542,top 25 liberal arts college,,,1,1,,,,,,,,,,,1542,,,,
